timestamp,photodiode,volt_piezo,volt_ld,frequencies
-0.02004137,1.46915,-0.0132513794339468,0.0019246339150851,377108062748529.3
-0.02003637,1.46927,-0.0119086033870443,0.0019246708052909,377108063448614.1
-0.02003137,1.46932,-0.0105658273401418,0.0019247076954967,377108064148698.94
-0.02002637,1.46935,-0.0092230512932394,0.0019247445857025,377108064848783.75
-0.02002137,1.46929,-0.0078802752463369,0.0019247814759083,377108065548868.56
-0.02001637,1.46918,-0.0065374991994335,0.0019248183661142,377108066248953.44
-0.02001137,1.46901,-0.0051947231525319,0.00192485525632,377108066949038.25
-0.02000637,1.46884,-0.0038519471056286,0.0019248921465258,377108067649123.06
-0.02000137,1.46862,-0.002509171058727,0.0019249290367316,377108068349207.9
-0.01999637,1.46837,-0.0011663950118236,0.0019249659269374,377108069049292.7
-0.01999137,1.46811,0.0001763810350778,0.0019250028171432,377108069749377.56
-0.01998637,1.46789,0.0015191570819812,0.001925039707349,377108070449462.4
-0.01998137,1.46766,0.0028619331288846,0.0019250765975548,377108071149547.2
-0.01997637,1.46744,0.0042047091757861,0.0019251134877607,377108071849632.0
-0.01997137,1.46721,0.0055474852226895,0.0019251503779665,377108072549716.9
-0.01996637,1.46702,0.0068902612695911,0.0019251872681723,377108073249801.7
-0.01996137,1.46679,0.0082330373164944,0.0019252241583781,377108073949886.5
-0.01995637,1.46659,0.009575813363396,0.0019252610485839,377108074649971.3
-0.01995137,1.46637,0.0109185894102994,0.0019252979387897,377108075350056.1
-0.01994637,1.46614,0.012261365457201,0.0019253348289955,377108076050141.0
-0.01994137,1.46586,0.0136041415041043,0.0019253717192014,377108076750225.8
-0.01993637,1.46561,0.0149469175510068,0.0019254086094072,377108077450310.6
-0.01993137,1.46536,0.0162896935979093,0.001925445499613,377108078150395.44
-0.01992637,1.46508,0.0176324696448118,0.0019254823898188,377108078850480.25
-0.01992137,1.46482,0.0189752456917142,0.0019255192800246,377108079550565.1
-0.01991637,1.46463,0.0203180217386167,0.0019255561702304,377108080250649.94
-0.01991137,1.46449,0.0216607977855192,0.0019255930604362,377108080950734.75
-0.01990637,1.46443,0.0230035738324216,0.0019256299506421,377108081650819.56
-0.01990137,1.46449,0.0243463498793241,0.0019256668408479,377108082350904.4
-0.01989637,1.46465,0.0256891259262266,0.0019257037310537,377108083050989.25
-0.01989137,1.46496,0.0270319019731299,0.0019257406212595,377108083751074.06
-0.01988637,1.46536,0.0283746780200315,0.0019257775114653,377108084451158.9
-0.01988137,1.46584,0.0297174540669349,0.0019258144016711,377108085151243.7
-0.01987637,1.46634,0.0310602301138365,0.0019258512918769,377108085851328.5
-0.01987137,1.4669,0.0324030061607398,0.0019258881820827,377108086551413.4
-0.01986637,1.46741,0.0337457822076414,0.0019259250722886,377108087251498.2
-0.01986137,1.46786,0.0350885582545448,0.0019259619624944,377108087951583.0
-0.01985637,1.46817,0.0364313343014464,0.0019259988527002,377108088651667.8
-0.01985137,1.46837,0.0377741103483497,0.001926035742906,377108089351752.7
-0.01984637,1.46842,0.0391168863952522,0.0019260726331118,377108090051837.5
-0.01984137,1.46834,0.0404596624421547,0.0019261095233176,377108090751922.3
-0.01983637,1.46811,0.0418024384890571,0.0019261464135234,377108091452007.1
-0.01983137,1.46783,0.0431452145359596,0.0019261833037293,377108092152091.94
-0.01982637,1.46747,0.0444879905828621,0.0019262201939351,377108092852176.8
-0.01982137,1.46713,0.0458307666297646,0.0019262570841409,377108093552261.6
